,Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration
255,November,California,WECC,Severe Weather/Transmission Interruption,178,54000,2019,2019-11-20 09:49:00,2019-11-20 15:20:00
256,November,California,WECC,System Operations,0,0,2019,2019-11-20 16:55:00,2019-11-20 17:37:00
257,November,New York,NPCC,System Operations,0,0,2019,2019-11-22 00:00:00,2019-11-22 01:10:00
258,November,New York,NPCC,System Operations,0,0,2019,2019-11-22 00:00:00,2019-11-22 01:10:00
259,November,California,WECC,Severe Weather,300,93000,2019,2019-11-26 18:07:00,2019-11-27 12:27:00
260,November,California,WECC,Vandalism,35,2,2019,2019-11-27 02:44:00,2019-11-27 16:00:00
261,November,Michigan,RF,Severe Weather,30,107000,2019,2019-11-27 12:00:00,2019-11-30 02:00:00
262,November,Texas,TRE,Actual Physical Attack,0,0,2019,2019-11-29 00:00:00,2019-12-01 00:00:00
263,December,Alabama,SERC,System Operations,0,0,2019,2019-12-03 19:16:00,2019-12-03 19:49:00
264,December,California,WECC,Vandalism,Unknown,Unknown,2019,2019-12-03 06:55:00,
265,December,Ohio,RF,System Operations,0,0,2019,2019-12-05 16:48:00,2019-12-09 05:16:00
266,December,Washington,WECC,Suspicious Activity,Unknown,Unknown,2019,2019-12-05 00:00:00,
267,December,Oklahoma,SPP RE,Actual Physical Attack,2,400,2019,2019-12-07 06:10:00,2019-12-08 02:20:00
268,December,Texas,TRE,Vandalism,0,0,2019,2019-12-08 13:40:00,2019-12-08 13:41:00
269,December,Oklahoma,SPP RE,Actual Physical Attack,1,392,2019,2019-12-11 20:53:00,2019-12-11 21:33:00
270,December,North Dakota,MRO,Transmission Interruption,18,1,2019,2019-12-11 13:27:00,2019-12-11 13:51:00
271,December,Maine,NPCC,System Operations,0,0,2019,2019-12-11 13:22:00,2019-12-11 16:28:00
272,December,Texas,TRE,Transmission Interruption,0,0,2019,2019-12-16 23:55:00,2019-12-17 01:47:00
273,December,Texas,TRE,System Operations,0,0,2019,2019-12-18 14:30:00,2019-12-18 15:25:00
274,December,Nebraska,MRO,System Operations,0,0,2019,2019-12-19 02:58:00,2019-12-19 03:46:00
275,December,Illinois,SERC,Suspicious Activity,0,0,2019,2019-12-24 15:30:00,2019-12-24 19:34:00
276,December,Washington,WECC,Vandalism,0,0,2019,2019-12-31 12:00:00,2019-12-31 13:00:00
277,December,Texas,TRE,Transmission Interruption,25,0,2019,2019-12-31 11:03:00,2020-01-01 10:59:00
278,January,Arkansas,SPP RE,Severe Weather/Transmission Interruption,0,0,2020,2020-01-09 23:07:00,2020-01-09 23:19:00
279,January,Washington,WECC,Suspicious Activity,0,0,2020,2020-01-09 20:45:00,2020-01-10 21:23:00
280,January,Minnesota,MRO,System Operations,0,0,2020,2020-01-09 07:40:00,2020-01-09 08:48:00
281,January,Arkansas,SPP RE,System Operations,Unknown,Unknown,2020,2020-01-09 23:07:00,2020-01-09 23:18:00
282,January,Tennessee,SERC,Suspicious Activity,Unknown,Unknown,2020,2020-01-10 14:53:00,
283,January,Arkansas,SPP RE,Severe Weather/Transmission Interruption,22,7541,2020,2020-01-11 02:25:00,2020-01-11 07:56:00
284,January,North Carolina,SERC,Severe Weather,Unknown,66475,2020,2020-01-11 23:02:00,2020-01-12 02:01:00
285,January,Arkansas,SPP RE,Severe Weather,Unknown,68138,2020,2020-01-11 03:30:00,2020-01-11 17:30:00
286,January,Tennessee,SERC,Severe Weather,4,Unknown,2020,2020-01-11 13:20:00,
287,January,Alabama,SERC,Severe Weather,219,30715,2020,2020-01-11 12:50:00,2020-01-12 13:33:00
288,January,Texas,TRE,Suspicious Activity,0,0,2020,2020-01-12 11:15:00,2020-01-12 11:18:00
289,January,Florida,FRCC,Suspicious Activity,0,0,2020,2020-01-14 00:00:00,2020-01-14 01:00:00
290,January,Texas,TRE,System Operations,0,0,2020,2020-01-16 11:06:00,2020-01-16 11:36:00
291,January,California,WECC,Severe Weather/Transmission Interruption,87,67864,2020,2020-01-17 05:28:00,2020-01-17 10:13:00
292,January,California,WECC,Vandalism,0,0,2020,2020-01-20 06:30:00,2020-01-20 06:31:00
293,January,Nevada,WECC,Actual Physical Attack,7,3120,2020,2020-01-22 02:57:00,2020-01-22 03:17:00
294,January,Florida,FRCC,Vandalism,0,0,2020,2020-01-23 23:30:00,2020-01-24 00:39:00
295,January,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-01-24 04:34:00,
296,January,North Dakota,MRO,System Operations,540,130000,2020,2020-01-27 14:10:00,2020-01-27 18:58:00
297,January,North Dakota,MRO,Transmission Interruption,75,0,2020,2020-01-30 03:01:00,2020-01-30 04:36:00
298,January,California,WECC,Suspicious Activity,0,0,2020,2020-01-31 09:50:00,2020-02-03 10:00:00
299,February,North Carolina,SERC,Severe Weather/Distribution Interruption,Unknown,284256,2020,2020-02-06 14:29:00,2020-02-07 12:44:00
300,February,North Carolina,SERC,Severe Weather/Transmission Interruption,Unknown,89500,2020,2020-02-06 13:30:00,2020-02-07 20:08:00
301,February,Connecticut,NPCC,Severe Weather,Unknown,123359,2020,2020-02-07 16:25:00,2020-02-08 12:00:00
302,February,New York,NPCC,Severe Weather,Unknown,7500,2020,2020-02-07 14:42:00,2020-02-10 09:25:00
303,February,Pennsylvania,RF,Severe Weather/Distribution Interruption,Unknown,52000,2020,2020-02-07 11:00:00,
304,February,Virginia,SERC,Severe Weather,Unknown,87000,2020,2020-02-07 08:48:00,
305,February,California,WECC,Vandalism,0,0,2020,2020-02-08 13:56:00,2020-02-08 15:04:00
306,February,California,WECC,Severe Weather,500,145000,2020,2020-02-09 09:30:00,2020-02-09 21:40:00
307,February,Texas,TRE,System Operations,0,0,2020,2020-02-11 02:53:00,2020-02-11 13:30:00
308,February,Oregon,WECC,Transmission Interruption,Unknown,0,2020,2020-02-11 07:13:00,2020-02-11 16:00:00
309,February,Maine,NPCC,System Operations,0,0,2020,2020-02-12 07:36:00,2020-02-12 08:53:00
310,February,Oregon,WECC,Vandalism,0,0,2020,2020-02-13 08:01:00,2020-02-13 14:38:00
311,February,Alabama,SERC,Vandalism,97,Unknown,2020,2020-02-17 09:47:00,2020-02-17 15:31:00
312,February,Michigan,RF,Vandalism,0,0,2020,2020-02-17 13:18:00,2020-02-20 09:51:00
313,February,Northern and Central California;,WECC,Severe Weather,91,70000,2020,2020-02-17 04:00:00,
314,February,California,WECC,Vandalism,0,0,2020,2020-02-18 13:00:00,2020-02-18 14:00:00
315,February,California,WECC,Vandalism,0,0,2020,2020-02-25 11:45:00,2020-02-25 13:00:00
316,February,Oklahoma,SPP RE,System Operations,0,0,2020,2020-02-26 16:30:00,2020-02-26 17:02:00
317,February,Maine,NPCC,System Operations,0,0,2020,2020-02-26 17:00:00,2020-02-26 18:05:00
318,February,South Dakota,MRO,System Operations,0,0,2020,2020-02-26 11:29:00,2020-02-26 12:14:00
319,February,Nevada,WECC,System Operations,0,0,2020,2020-02-29 01:45:00,2020-02-29 02:30:00
320,March,Mississippi,SERC,Transmission Interruption,19,3136,2020,2020-03-01 11:27:00,2020-03-01 21:47:00
321,March,New York,NPCC,Vandalism,0,0,2020,2020-03-01 22:15:00,
322,March,New York,NPCC,Fuel Supply Deficiency,675,Unknown,2020,2020-03-01 08:00:00,
323,March,Nevada,WECC,System Operations,0,0,2020,2020-03-02 01:43:00,2020-03-02 02:43:00
324,March,Alabama,SERC,Vandalism,0,0,2020,2020-03-03 14:30:00,2020-03-03 14:31:00
325,March,Texas,TRE,Suspicious Activity,0,0,2020,2020-03-08 22:10:00,2020-03-09 01:02:00
326,March,Pennsylvania,RF,Transmission Interruption,40,15864,2020,2020-03-12 01:03:00,2020-03-12 03:00:00
327,March,California,WECC,Severe Weather,165,110800,2020,2020-03-16 12:01:00,2020-03-16 13:10:00
328,March,California,WECC,Vandalism,0,0,2020,2020-03-16 08:00:00,2020-03-16 08:01:00
329,March,California,WECC,Vandalism,0,0,2020,2020-03-16 08:00:00,2020-03-16 08:01:00
330,March,Michigan,RF,System Operations,6062,0,2020,2020-03-17 10:30:00,2020-03-17 11:41:00
331,March,Utah,WECC,Natural Disaster,237,73000,2020,2020-03-18 07:09:00,
332,March,Minnesota,MRO,System Operations,0,0,2020,2020-03-19 17:05:00,2020-03-19 17:43:00
333,March,Connecticut,NPCC,System Operations,0,0,2020,2020-03-20 22:20:00,2020-03-20 23:30:00
334,March,Maine,NPCC,System Operations,0,0,2020,2020-03-20 23:38:00,2020-03-20 23:59:00
335,March,Connecticut,NPCC,System Operations,0,0,2020,2020-03-20 23:45:00,2020-03-21 00:30:00
336,March,Wisconsin,MRO,Vandalism,0,0,2020,2020-03-23 00:15:00,2020-03-25 17:11:00
337,March,Virginia,SERC,Sabotage,Unknown,1018,2020,2020-03-23 14:15:00,2020-03-23 16:37:00
338,March,California,WECC,Suspicious Activity,0,0,2020,2020-03-24 12:45:00,2020-03-24 14:00:00
339,March,Connecticut,NPCC,Severe Weather,Unknown,51026,2020,2020-03-24 02:55:00,2020-03-24 06:50:00
340,March,Nevada,WECC,Vandalism,0,0,2020,2020-03-25 10:31:00,
341,March,Ohio,RF,Transmission Interruption,19,11964,2020,2020-03-26 21:29:00,2020-03-26 21:47:00
342,March,Delaware,RF,System Operations,0,0,2020,2020-03-27 13:06:00,2020-03-27 13:58:00
343,March,New Jersey,RF,System Operations,0,0,2020,2020-03-27 13:06:00,2020-03-27 13:58:00
344,March,Mississippi,SERC,Transmission Interruption,4,1558,2020,2020-03-29 20:27:00,2020-03-29 23:04:00
345,March,Alabama,SERC,Severe Weather,412,57744,2020,2020-03-31 11:45:00,2020-03-31 20:00:00
346,April,Illinois,SERC,System Operations,0,0,2020,2020-04-01 21:43:00,2020-04-01 22:18:00
347,April,Texas,TRE,System Operations,0,0,2020,2020-04-02 18:41:00,2020-04-02 19:23:00
348,April,Nebraska,MRO,Transmission Interruption,5,Unknown,2020,2020-04-02 13:37:00,2020-04-02 14:43:00
349,April,Washington,WECC,Vandalism,Unknown,Unknown,2020,2020-04-02 20:45:00,
350,April,Nevada,WECC,Vandalism,0,0,2020,2020-04-03 09:13:00,
351,April,Texas,TRE,Suspicious Activity,0,0,2020,2020-04-05 02:30:00,2020-04-05 03:01:00
352,April,California,WECC,Severe Weather,7,6814,2020,2020-04-05 15:46:00,2020-04-05 17:35:00
353,April,Washington,WECC,Transmission Interruption,0,0,2020,2020-04-07 23:39:00,2020-04-07 23:46:00
354,April,Ohio,RF,Severe Weather,Unknown,78314,2020,2020-04-08 21:57:00,2020-04-09 08:59:00
355,April,Indiana,RF,Severe Weather,Unknown,93000,2020,2020-04-08 22:03:00,2020-04-09 07:36:00
356,April,Ohio,WECC,Severe Weather,Unknown,82509,2020,2020-04-08 01:21:00,2020-04-08 03:56:00
357,April,Texas,TRE,Severe Weather,Unknown,95000,2020,2020-04-09 19:25:00,2020-04-10 03:30:00
358,April,Maine,NPCC,Severe Weather,Unknown,340000,2020,2020-04-09 19:40:00,2020-04-11 22:00:00
359,April,Wisconsin,RF,System Operations,0,0,2020,2020-04-09 07:34:00,2020-04-09 17:40:00
360,April,Maine,NPCC,System Operations,0,0,2020,2020-04-10 10:00:00,2020-04-10 16:19:00
361,April,Nevada,WECC,Vandalism,0,0,2020,2020-04-10 16:00:00,
362,April,Wyoming,WECC,Transmission Interruption,0,0,2020,2020-04-11 11:24:00,2020-04-11 11:42:00
363,April,Utah,WECC,Suspicious Activity,Unknown,Unknown,2020,2020-04-11 17:40:00,2020-04-11 17:51:00
364,April,Arkansas,SPP RE,Severe Weather,Unknown,95318,2020,2020-04-12 20:45:00,
365,April,Louisiana,SERC,Severe Weather,122,37991,2020,2020-04-12 13:00:00,2020-04-12 19:27:00
366,April,Arkansas,SPP RE,Severe Weather,Unknown,51000,2020,2020-04-12 20:30:00,2020-04-14 09:00:00
367,April,Virginia,RF,Severe Weather,Unknown,104000,2020,2020-04-12 21:28:00,2020-04-15 12:00:00
368,April,Mississippi,SERC,Severe Weather,448,62828,2020,2020-04-12 17:00:00,2020-04-14 01:25:00
369,April,Texas,TRE,Severe Weather,Unknown,63289,2020,2020-04-12 18:13:00,2020-04-13 15:23:00
370,April,North Carolina,SERC,Severe Weather,Unknown,216400,2020,2020-04-13 03:30:00,2020-04-14 18:18:00
371,April,Tennessee,SERC,Severe Weather,Unknown,120000,2020,2020-04-13 00:45:00,2020-04-13 03:00:00
372,April,South Carolina,SERC,Severe Weather,Unknown,72233,2020,2020-04-13 08:08:00,
373,April,North Carolina,SERC,Severe Weather,Unknown,95000,2020,2020-04-13 10:25:00,2020-04-13 18:55:00
374,April,Connecticut,NPCC,Severe Weather,Unknown,68476,2020,2020-04-13 13:05:00,2020-04-14 16:00:00
375,April,North Carolina,SERC,Severe Weather,Unknown,Unknown,2020,2020-04-13 07:31:00,2020-04-13 14:00:00
376,April,Georgia,SERC,Vandalism,0,0,2020,2020-04-16 11:30:00,2020-04-16 15:45:00
377,April,Nevada,WECC,Vandalism,0,0,2020,2020-04-18 19:38:00,
378,April,North Dakota,MRO,Suspicious Activity,0,0,2020,2020-04-19 01:14:00,2020-04-20 11:42:00
379,April,South Dakota,MRO,Vandalism,0,0,2020,2020-04-20 12:42:00,2020-04-20 13:27:00
380,April,Alabama,SERC,Severe Weather,552,77341,2020,2020-04-20 00:59:00,2020-04-20 08:40:00
381,April,Mississippi,SERC,Severe Weather,Unknown,55184,2020,2020-04-23 04:30:00,2020-04-23 07:00:00
382,April,Alabama,SERC,Severe Weather,375,52163,2020,2020-04-23 08:00:00,2020-04-23 23:40:00
383,April,Nevada,WECC,Vandalism,0,0,2020,2020-04-24 22:00:00,
384,April,California,WECC,System Operations,5,945,2020,2020-04-24 21:00:00,2020-04-24 21:33:00
385,April,Oregon,WECC,Vandalism,0,0,2020,2020-04-25 21:25:00,2020-04-25 21:56:00
386,April,Florida,FRCC,Severe Weather,Unknown,49999,2020,2020-04-26 01:38:00,
387,April,Texas,TRE,Transmission Interruption,14,1,2020,2020-04-28 20:01:00,2020-04-28 23:21:00
388,April,Louisiana,SERC,Severe Weather,Unknown,77933,2020,2020-04-29 06:00:00,2020-04-29 12:31:00
389,April,Texas,TRE,Severe Weather,Unknown,146660,2020,2020-04-29 05:55:00,2020-04-29 19:00:00
390,April,Pennsylvania,RF,Severe Weather,Unknown,78007,2020,2020-04-30 15:00:00,
391,May,Tennessee,SERC,Severe Weather,500,130000,2020,2020-05-04 11:59:00,2020-05-07 20:00:00
392,May,Nevada,WECC,Vandalism,0,0,2020,2020-05-08 13:45:00,2020-05-08 13:46:00
393,May,Indiana,RF,System Operations,0,0,2020,2020-05-13 23:16:00,2020-05-14 13:52:00
394,May,Washington,WECC,Transmission Interruption,0,0,2020,2020-05-13 05:12:00,2020-05-13 14:07:00
395,May,Oregon,WECC,Vandalism,0,0,2020,2020-05-14 11:23:00,2020-05-14 11:25:00
396,May,New York,NPCC,Severe Weather,Unknown,52,2020,2020-05-15 17:55:00,2020-05-17 18:00:00
397,May,Texas,TRE,Suspicious Activity,0,0,2020,2020-05-16 00:00:00,2020-05-16 00:30:00
398,May,South Carolina,SERC,System Operations,0,0,2020,2020-05-18 23:51:00,2020-05-19 04:37:00
399,May,Oregon,WECC,System Operations,0,0,2020,2020-05-18 09:27:00,2020-05-18 10:15:00
400,May,Alabama,SERC,Vandalism,8,6000,2020,2020-05-19 20:04:00,2020-05-19 22:00:00
401,May,Idaho,WECC,Vandalism,0,0,2020,2020-05-19 08:17:00,2020-05-19 08:18:00
402,May,Arkansas,SPP RE,Suspicious Activity,0,0,2020,2020-05-19 13:45:00,2020-05-19 13:46:00
403,May,Nevada,WECC,Vandalism,0,0,2020,2020-05-20 11:41:00,
404,May,North Carolina,SERC,Severe Weather,Unknown,108190,2020,2020-05-22 16:35:00,2020-05-23 15:29:00
405,May,Oklahoma,SPP RE,Severe Weather,Unknown,54000,2020,2020-05-24 16:45:00,
406,May,Texas,TRE,Transmission Interruption,8,3745,2020,2020-05-25 10:58:00,2020-05-25 13:00:00
407,May,Texas,TRE,Severe Weather,Unknown,382000,2020,2020-05-27 17:15:00,2020-05-29 06:30:00
408,May,Texas,TRE,Severe Weather,Unknown,273269,2020,2020-05-27 17:20:00,
409,May,Pennsylvania,RF,Transmission Interruption,0,0,2020,2020-05-29 17:01:00,2020-05-29 18:57:00
410,May,Minnesota,MRO,System Operations,0,0,2020,2020-05-29 17:30:00,2020-05-31 18:00:00
411,May,Ohio,RF,Vandalism,0,0,2020,2020-05-29 21:37:00,2020-05-30 04:29:00
412,May,Texas,TRE,System Operations,0,0,2020,2020-05-30 22:20:00,2020-05-30 23:00:00
413,May,Alabama,SERC,Vandalism,0,0,2020,2020-05-31 21:30:00,2020-06-01 01:00:00
414,May,Pennsylvania,RF,Vandalism,0,0,2020,2020-05-31 00:15:00,
415,June,Idaho,WECC,Vandalism,Unknown,0,2020,2020-06-02 14:36:00,2020-06-02 14:37:00
416,June,New Jersey,RF,Severe Weather,80,87000,2020,2020-06-03 13:00:00,2020-06-06 16:30:00
417,June,Pennsylvania,RF,Severe Weather,Unknown,708000,2020,2020-06-03 12:30:00,2020-06-03 18:00:00
418,June,North Dakota,MRO,System Operations,0,0,2020,2020-06-03 16:57:00,2020-06-03 17:29:00
419,June,New Jersey,RF,Severe Weather,Unknown,78079,2020,2020-06-03 13:36:00,2020-06-03 16:30:00
420,June,Washington,WECC,Transmission Interruption,0,0,2020,2020-06-09 11:21:00,2020-06-09 12:01:00
421,June,Michigan,RF,Severe Weather,Unknown,237000,2020,2020-06-10 19:30:00,
422,June,Michigan,RF,Severe Weather,Unknown,270000,2020,2020-06-10 12:22:00,2020-06-10 17:00:00
423,June,Ohio,RF,Severe Weather,Unknown,85822,2020,2020-06-10 17:24:00,2020-06-11 18:00:00
424,June,Michigan,RF,Vandalism,0,0,2020,2020-06-12 08:21:00,2020-06-12 08:22:00
425,June,Colorado,WECC,Actual Physical Attack,0,0,2020,2020-06-18 12:11:00,2020-06-22 08:11:00
426,June,Kentucky,SERC,Actual Physical Attack,0,0,2020,2020-06-18 20:32:00,2020-06-18 20:35:00
427,June,Delaware,RF,Vandalism,0,0,2020,2020-06-21 01:16:00,2020-06-21 18:45:00
428,June,Pennsylvania,RF,System Operations,0,0,2020,2020-06-22 11:44:00,2020-06-22 12:42:00
429,June,Kentucky,SERC,Suspicious Activity,Unknown,0,2020,2020-06-25 09:40:00,2020-06-25 11:00:00
430,June,North Dakota,MRO,Vandalism,0,0,2020,2020-06-26 16:20:00,2020-06-29 15:00:00
431,June,Texas,TRE,System Operations,0,0,2020,2020-06-26 12:47:00,2020-06-26 13:53:00
432,June,Alabama,SERC,Severe Weather,33480,78109,2020,2020-06-27 16:00:00,2020-06-28 02:27:00
433,June,Arkansas,SPP RE,Transmission Interruption,0,0,2020,2020-06-29 14:32:00,2020-06-29 16:35:00
434,June,Oregon,WECC,Vandalism,0,0,2020,2020-06-30 10:28:00,2020-06-30 10:29:00
435,July,Pennsylvania,RF,Transmission Interruption,32,2013,2020,2020-07-01 19:26:00,2020-07-01 19:44:00
436,July,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-07-02 20:30:00,
437,July,New York,NPCC,Suspicious Activity,0,0,2020,2020-07-06 12:26:00,
438,July,Washington,RF,System Operations,0,0,2020,2020-07-06 18:45:00,2020-07-06 19:42:00
439,July,California,WECC,Transmission Interruption,0,0,2020,2020-07-07 11:38:00,2020-07-07 18:24:00
440,July,Colorado,WECC,Transmission Interruption,0,0,2020,2020-07-07 13:09:00,2020-07-08 08:17:00
441,July,West Virginia,RF,Severe Weather/Transmission Interruption,Unknown,Unknown,2020,2020-07-07 19:17:00,2020-07-07 23:49:00
442,July,Texas,TRE,Actual Physical Attack,0,0,2020,2020-07-08 22:04:00,
443,July,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-07-08 18:45:00,
444,July,Washington,WECC,Suspicious Activity,0,0,2020,2020-07-09 15:09:00,
445,July,Oklahoma,SPP RE,Severe Weather,Unknown,68000,2020,2020-07-11 23:30:00,2020-07-12 06:30:00
446,July,Oklahoma,SPP RE,Severe Weather,Unknown,94700,2020,2020-07-11 21:30:00,
447,July,California,WECC,Fuel Supply Deficiency,0,0,2020,2020-07-11 04:55:00,
448,July,Texas,TRE,Severe Weather,Unknown,48000,2020,2020-07-12 04:30:00,2020-07-13 05:00:00
449,July,Nevada,WECC,Actual Physical Attack,36,10000,2020,2020-07-12 14:08:00,2020-07-12 20:44:00
450,July,Kentucky,SERC,Suspicious Activity,0,0,2020,2020-07-13 16:30:00,2020-07-13 16:31:00
451,July,California,WECC,System Operations,0,0,2020,2020-07-14 14:16:00,2020-07-14 14:53:00
452,July,Kentucky,SERC,Suspicious Activity,Unknown,0,2020,2020-07-15 11:00:00,2020-07-15 11:20:00
453,July,North Dakota,MRO,System Operations,475,0,2020,2020-07-16 08:49:00,2020-07-16 11:06:00
454,July,Oklahoma,SPP RE,Vandalism,0,0,2020,2020-07-17 23:00:00,2020-07-17 23:30:00
455,July,New York,NPCC,Suspicious Activity,0,0,2020,2020-07-17 19:24:00,
456,July,Michigan,RF,Severe Weather,Unknown,158500,2020,2020-07-19 14:30:00,2020-07-21 18:48:00
457,July,New York,NPCC,Fuel Supply Deficiency,675,Unknown,2020,2020-07-19 10:30:00,
458,July,Texas,TRE,Suspicious Activity,21,14096,2020,2020-07-20 00:57:00,2020-07-20 02:34:00
459,July,Washington,WECC,Vandalism,19,11000,2020,2020-07-21 11:53:00,2020-07-21 13:00:00
460,July,West Virginia,RF,Transmission Interruption,0,0,2020,2020-07-22 11:30:00,2020-07-22 14:19:00
461,July,New York,NPCC,Suspicious Activity,0,0,2020,2020-07-24 08:25:00,
462,July,Texas,TRE,Severe Weather,125,84000,2020,2020-07-25 21:00:00,2020-07-26 16:00:00
463,July,Texas,TRE,Severe Weather,Unknown,201208,2020,2020-07-25 19:58:00,2020-07-27 19:00:00
464,July,Michigan,RF,System Operations,0,0,2020,2020-07-28 15:00:00,2020-07-28 23:00:00
465,July,Nebraska,MRO,Transmission Interruption,0,0,2020,2020-07-30 17:54:00,2020-07-30 20:18:00
466,August,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-08-01 11:14:00,2020-08-10 21:26:00
467,August,California,WECC,System Operations,0,0,2020,2020-08-01 08:16:00,2020-08-01 09:15:00
468,August,Texas,TRE,Severe Weather,Unknown,Unknown,2020,2020-08-01 00:00:00,2020-08-01 00:01:00
469,August,Illinois,SERC,Transmission Interruption,0,0,2020,2020-08-02 19:43:00,2020-08-02 22:27:00
470,August,Texas,TRE,Vandalism,0,0,2020,2020-08-03 08:00:00,2020-08-03 13:00:00
471,August,North Carolina,SERC,Severe Weather,Unknown,340000,2020,2020-08-03 23:15:00,2020-08-06 07:00:00
472,August,North Carolina,SERC,Severe Weather,Unknown,Unknown,2020,2020-08-03 23:02:00,
473,August,New York,NPCC,Severe Weather,Unknown,160000,2020,2020-08-04 12:00:00,2020-08-07 06:00:00
474,August,New York,NPCC,Severe Weather,3907,420000,2020,2020-08-04 13:00:00,2020-08-04 23:59:00
475,August,New Jersey,RF,Severe Weather,60,75000,2020,2020-08-04 11:20:00,2020-08-07 10:55:00
476,August,Delaware,RF,Severe Weather,Unknown,100000,2020,2020-08-04 09:00:00,2020-08-05 18:00:00
477,August,New York,NPCC,Severe Weather,Unknown,116818,2020,2020-08-04 14:00:00,2020-08-08 12:00:00
478,August,Virginia,SERC,Severe Weather,Unknown,508000,2020,2020-08-04 04:41:00,2020-08-05 16:26:00
479,August,New Jersey,RF,Severe Weather,Unknown,788000,2020,2020-08-04 12:18:00,2020-08-08 17:31:00
480,August,New York,NPCC,Severe Weather,Unknown,76120,2020,2020-08-04 14:35:00,2020-08-10 11:00:00
481,August,Connecticut,NPCC,Severe Weather,2000,1188247,2020,2020-08-04 15:15:00,2020-08-07 10:27:00
482,August,New York,NPCC,Severe Weather,Unknown,271119,2020,2020-08-04 13:31:00,
483,August,North Carolina,SERC,Severe Weather,311,125987,2020,2020-08-04 06:01:00,2020-08-06 15:30:00
484,August,Pennsylvania,RF,Severe Weather,Unknown,137103,2020,2020-08-04 12:00:00,
485,August,New Jersey,RF,Severe Weather,Unknown,70000,2020,2020-08-04 10:30:00,
486,August,New York,NPCC,Severe Weather,Unknown,76120,2020,2020-08-04 14:35:00,
487,August,Texas,TRE,Transmission Interruption,89,19785,2020,2020-08-05 17:58:00,2020-08-05 20:53:00
488,August,New York,NPCC,Severe Weather,500,187068,2020,2020-08-07 05:13:00,
489,August,Iowa,MRO,Severe Weather,550,Unknown,2020,2020-08-10 11:00:00,2020-08-10 16:00:00
490,August,Illinois,SERC,Severe Weather,Unknown,135000,2020,2020-08-10 16:00:00,2020-08-13 15:00:00
491,August,Iowa,MRO,Severe Weather,Unknown,Unknown,2020,2020-08-10 12:49:00,
492,August,Indiana,RF,Severe Weather,Unknown,95300,2020,2020-08-10 22:39:00,2020-08-13 15:48:00
493,August,Illinois,SERC,Severe Weather,Unknown,856000,2020,2020-08-10 14:30:00,
494,August,New York,NPCC,System Operations,0,0,2020,2020-08-10 22:25:00,2020-08-10 23:02:00
495,August,Iowa,MRO,Severe Weather,1400,250000,2020,2020-08-10 12:38:00,
496,August,Iowa,MRO,Severe Weather,950,300000,2020,2020-08-10 10:00:00,
497,August,Texas,TRE,System Operations,218,57060,2020,2020-08-13 13:51:00,2020-08-13 16:27:00
498,August,California,WECC,System Operations,560,220000,2020,2020-08-14 18:36:00,2020-08-14 20:42:00
499,August,Louisiana,SERC,Transmission Interruption,101,12671,2020,2020-08-14 16:39:00,2020-08-14 17:42:00
500,August,California,WECC,Severe Weather,1120,Unknown,2020,2020-08-14 17:15:00,2020-08-15 21:00:00
501,August,California,WECC,System Operations,1419,132000,2020,2020-08-14 18:45:00,2020-08-14 21:12:00
502,August,Minnesota,MRO,Severe Weather,Unknown,60000,2020,2020-08-14 20:00:00,2020-08-16 17:00:00
503,August,California,WECC,System Operations,459,220000,2020,2020-08-15 18:25:00,2020-08-15 19:44:00
504,August,California,WECC,Severe Weather,795,Unknown,2020,2020-08-15 14:53:00,2020-08-15 20:00:00
505,August,California,WECC,System Operations,200,70000,2020,2020-08-15 15:00:00,2020-08-15 19:45:00
506,August,Washington,WECC,Vandalism,0,8,2020,2020-08-15 17:00:00,
507,August,Connecticut,NPCC,Suspicious Activity,0,0,2020,2020-08-15 17:41:00,2020-08-15 18:48:00
508,August,Texas,TRE,Severe Weather,Unknown,300000,2020,2020-08-16 20:00:00,2020-08-18 21:00:00
509,August,California,WECC,Severe Weather,409,124266,2020,2020-08-16 03:44:00,2020-08-17 14:18:00
510,August,California,WECC,Severe Weather,712,Unknown,2020,2020-08-16 17:30:00,2020-08-16 19:10:00
511,August,California,WECC,Severe Weather,2,2,2020,2020-08-17 08:21:00,2020-08-17 09:01:00
512,August,California,WECC,Severe Weather,829,Unknown,2020,2020-08-17 15:05:00,2020-08-17 21:24:00
513,August,California,WECC,Potential Physical Attack,0,0,2020,2020-08-18 19:00:00,2020-08-18 19:30:00
514,August,Nevada,WECC,Severe Weather,7800,1400000,2020,2020-08-18 14:00:00,2020-08-18 21:00:00
515,August,California,WECC,System Operations,0,0,2020,2020-08-18 21:55:00,2020-08-18 22:10:00
516,August,California,WECC,Severe Weather,917,Unknown,2020,2020-08-18 13:30:00,2020-08-18 20:30:00
517,August,Texas,TRE,Transmission Interruption,205,238,2020,2020-08-18 14:44:00,2020-08-18 15:14:00
518,August,Arizona,WECC,Severe Weather,0,Unknown,2020,2020-08-18 14:30:00,
519,August,Ohio,RF,Transmission Interruption,22,16107,2020,2020-08-19 01:27:00,2020-08-19 03:03:00
